,mask_loss,mask_accuracy,label_loss,label_accuracy,intensity_loss,intensity_accuracy
0,0.2670368980307332,0.9253450620229781,1.731630840242977,0.3193200663349917,0.5123262427544546,0.7518242122719735
1,0.1597120211210643,0.9403279435183722,1.553401568114718,0.3888059701492537,0.4212482705386016,0.8050580431177446
2,0.14342731442586745,0.9438836588793111,1.4302649599238588,0.4349087893864013,0.3937826323549757,0.8209784411276949
3,0.13388315286405766,0.9468902239913409,1.2595000752725583,0.511028192371476,0.36621759891480343,0.8349087893864013
4,0.12482747241271278,0.9499069706208673,1.0485034813312164,0.5950248756218905,0.34142820810986896,0.853150912106136
5,0.11564864871335014,0.953357605484834,0.8068129075066927,0.7065505804311775,0.32059904335742767,0.8627694859038143
6,0.10640106437691965,0.9568487594439323,0.6162484818877926,0.7757048092868989,0.28840352726609564,0.8741293532338309
7,0.09848653269263001,0.9599819758829092,0.49256752357974537,0.8223880597014925,0.25503228863734595,0.8890547263681592
8,0.09174805466770414,0.9626027013817289,0.4004900062749658,0.8558872305140962,0.2277908650243577,0.9048092868988391
9,0.08627927204434573,0.964774372210626,0.34312201555516736,0.8794361525704809,0.19328991515134283,0.918988391376451
10,0.08142075984038576,0.9666070425913835,0.29863402951614126,0.8925373134328358,0.14889456643370694,0.9390547263681592
11,0.07732350423724428,0.9681999539411377,0.24769212589562112,0.9106135986733002,0.12863389031137923,0.9485074626865672
12,0.07328873023751681,0.9698565682988335,0.20476128024669574,0.9257048092868988,0.08054355462599304,0.969485903814262
13,0.06964556739480787,0.9713834105300524,0.18227399183655382,0.9333333333333333,0.05758860212894012,0.9776948590381426
14,0.06617936527068519,0.9727596368865612,0.17603472473026285,0.9372305140961857,0.05934365405090539,0.977363184079602
15,0.06343197925158424,0.9738655219271077,0.20635489849608538,0.9259535655058043,0.07187176526419028,0.9718905472636816
16,0.060399657897725355,0.9750889426204805,0.1923347024063814,0.932089552238806,0.07940284310314463,0.9700663349917081
17,0.05833634644914876,0.9759297236038821,0.17101038112808772,0.9399668325041459,0.0805972252054736,0.9678275290215589
18,0.05562387500514475,0.9770557056536482,0.15364267399738368,0.9438640132669983,0.07450723096206562,0.9694029850746269
19,0.054202504332443696,0.9776341730423455,0.1364032066401756,0.9495854063018242,0.07629373523191216,0.9709784411276948
20,0.05199929172520457,0.9785440483469795,0.11129195430317498,0.9593698175787728,0.0672673094971679,0.974709784411277
21,0.05010333800145784,0.9793132541981768,0.10399585236642601,0.9650082918739635,0.052975788213956,0.9788557213930348
22,0.048535456370460965,0.9799478584041481,0.0959313990992323,0.9683250414593698,0.05231688892154481,0.9805140961857379
23,0.04722250555904598,0.9804894209066288,0.08839324165872912,0.9696517412935324,0.04581171174748381,0.981094527363184
24,0.04548187707516834,0.9812179254077489,0.06908628394360687,0.9765339966832504,0.0435266685621379,0.9844112769485904
25,0.044510930995367265,0.9816258542966432,0.06417106749723579,0.9770315091210614,0.04083562139976735,0.9843283582089553
26,0.043388618731051785,0.9820852434706355,0.057466532921155715,0.981094527363184,0.03554681045777566,0.9867330016583747
27,0.041943510125410345,0.982682241931528,0.051703960099677336,0.9839137645107794,0.03526292104374979,0.9872305140961858
28,0.04070578182058059,0.9832028910349597,0.0505143996872009,0.9811774461028192,0.029066745598259783,0.9895522388059701
29,0.03981332604630585,0.9835907682410596,0.03494382460765484,0.9875621890547264,0.028346105918174404,0.9895522388059701
30,0.03876347069807138,0.9840279969855816,0.03238685370834667,0.9888059701492538,0.029080155828506676,0.9896351575456053
31,0.03788603410648841,0.9843974298962553,0.027579021364659218,0.9900497512437811,0.023406376545952474,0.9903814262023217
32,0.03698564822493244,0.9847656261390935,0.03533515341042172,0.988971807628524,0.023813122359283533,0.9917081260364843
33,0.0366056062770586,0.9849369529864609,0.02612381237645317,0.9904643449419569,0.02126836074681668,0.9923714759535655
34,0.035512270271165054,0.9853967674219932,0.027692948201401276,0.9898839137645108,0.019992064882628495,0.9925373134328358
